,tconst,ordering,nconst,category,job,characters
4712,tt0001226,1,nm1263982,actress,\N,"[""The Editor's Wife""]"
4713,tt0001226,2,nm0531584,actor,\N,\N
4714,tt0001226,3,nm0298301,actress,\N,\N
4715,tt0001226,4,nm0504353,actor,\N,\N
4716,tt0001226,5,nm0205986,director,\N,\N
4717,tt0001227,10,nm0128633,actress,\N,"[""Woman in Farewell Crowd""]"
4718,tt0001227,1,nm0115524,actress,\N,"[""The Confederate Mother""]"
4719,tt0001227,2,nm0226992,actor,\N,"[""John - the Confederate Son""]"
4720,tt0001227,3,nm0102858,actress,\N,"[""The Union Mother""]"
4721,tt0001227,4,nm0041858,actor,\N,"[""John - the Union Son""]"
4722,tt0001227,5,nm0000428,director,\N,\N
4723,tt0001227,6,nm0567615,writer,\N,\N
4724,tt0001227,7,nm0005658,cinematographer,\N,\N
4725,tt0001227,8,nm0922044,actress,\N,"[""The Confederate Son's Fiancée""]"
4726,tt0001227,9,nm0183115,actress,\N,"[""The Union Son's Fiancée""]"
4727,tt0001228,1,nm0001908,actor,\N,"[""Halsted""]"
4728,tt0001228,2,nm0930290,actress,\N,"[""Alice Thomas""]"
4729,tt0001228,3,nm0355582,actor,\N,"[""Albert Thomas - Alice's Father""]"
4730,tt0001228,4,nm0533615,actor,\N,\N
4731,tt0001228,5,nm0789632,actor,\N,\N
4732,tt0001229,1,nm0693698,actor,\N,\N
4733,tt0001229,2,nm1358884,actress,\N,\N
4734,tt0001229,3,nm0653174,actor,\N,\N
4735,tt0001229,4,nm0030805,actress,\N,"[""Professor's Wife""]"
4736,tt0001229,5,nm0535230,cinematographer,\N,\N
4737,tt0001229,6,nm0693685,actor,\N,"[""Willer""]"
4738,tt0001230,1,nm0002503,actor,\N,\N
4739,tt0001231,10,nm1396754,actor,\N,\N
4740,tt0001231,1,nm0001908,actor,\N,"[""Ross White""]"
4741,tt0001231,2,nm0930290,actress,\N,"[""Minnie Harding""]"
4742,tt0001231,3,nm0161366,actor,\N,"[""A Cowboy""]"
4743,tt0001231,4,nm0639631,actor,\N,\N
4744,tt0001231,5,nm1400009,actor,\N,\N
4745,tt0001231,6,nm0355582,actor,\N,\N
4746,tt0001231,7,nm0808828,actor,\N,\N
4747,tt0001231,8,nm1399399,actor,\N,\N
4748,tt0001231,9,nm1398184,actor,\N,\N
4749,tt0001232,1,nm0359688,actress,\N,"[""The Girl from Arizona""]"
4750,tt0001232,2,nm1838546,actor,\N,\N
4751,tt0001232,3,nm0717281,actor,\N,\N
4752,tt0001232,4,nm0928108,actor,\N,\N
4753,tt0001232,5,nm0309163,director,\N,\N
4754,tt0001232,6,nm0325448,director,\N,\N
4755,tt0001232,7,nm0923603,director,\N,\N
4756,tt0001232,8,nm0934969,actress,\N,\N
4757,tt0001233,1,nm0001908,actor,\N,"[""Jack Hartley""]"
4758,tt0001233,2,nm0930290,actress,\N,"[""Nellie Monroe""]"
4759,tt0001234,10,nm0931031,actress,\N,"[""Tom's Mistress""]"
4760,tt0001234,1,nm0502701,actress,\N,"[""Mabel Darrell - the Heiress""]"
4761,tt0001234,2,nm0376396,actor,\N,"[""Tom Darrell - Mabel's Husband""]"
4762,tt0001234,3,nm0250676,actress,\N,"[""The Darrell Child""]"
4763,tt0001234,4,nm0038106,actress,\N,"[""Ruth""]"
4764,tt0001234,5,nm0000428,director,\N,\N
4765,tt0001234,6,nm0853193,writer,\N,\N
4766,tt0001234,7,nm0005658,cinematographer,\N,\N
4767,tt0001234,8,nm0115524,actress,\N,"[""Ruth's Mother""]"
4768,tt0001234,9,nm0784407,actor,\N,"[""Steve""]"
4769,tt0001235,10,nm0202590,actress,\N,"[""A Friend""]"
4770,tt0001235,1,nm0681933,actress,\N,"[""Mazie""]"
4771,tt0001235,2,nm0115524,actress,\N,"[""The Governess""]"
4772,tt0001235,3,nm0681931,actress,\N,"[""Nellie""]"
4773,tt0001235,4,nm0784407,actor,\N,"[""Sam""]"
4774,tt0001235,5,nm0288616,director,\N,\N
4775,tt0001235,6,nm0940488,writer,\N,\N
4776,tt0001235,7,nm0000428,producer,producer,\N
4777,tt0001235,8,nm0555522,cinematographer,\N,\N
4778,tt0001235,9,nm0185803,actor,\N,"[""The Sheriff""]"
4779,tt0001236,10,nm0185803,actor,\N,"[""Farmer""]"
4780,tt0001236,1,nm0910400,actor,\N,"[""The Prospector""]"
4781,tt0001236,2,nm0054884,actress,\N,"[""The Prospector's Wife""]"
4782,tt0001236,3,nm0376396,actor,\N,"[""The Claim Agent""]"
4783,tt0001236,4,nm0038106,actress,\N,\N
4784,tt0001236,5,nm0000428,director,\N,\N
4785,tt0001236,6,nm0853193,writer,\N,\N
4786,tt0001236,7,nm0005658,cinematographer,\N,\N
4787,tt0001236,8,nm0555522,cinematographer,\N,\N
4788,tt0001236,9,nm0115524,actress,\N,"[""Old Woman""]"
4789,tt0001237,1,nm0922044,actress,\N,"[""Camilla""]"
4790,tt0001237,2,nm0041858,actor,\N,"[""Prince Julian""]"
4791,tt0001237,3,nm0921980,actor,\N,"[""Lionel - Julian's Rival""]"
4792,tt0001237,4,nm0568282,actress,\N,"[""Lady-in-Waiting""]"
4793,tt0001237,5,nm0000428,director,\N,\N
4794,tt0001237,6,nm0855139,writer,poem,\N
4795,tt0001237,7,nm0005658,cinematographer,\N,\N
4796,tt0001237,8,nm0376442,actress,\N,"[""The Queen""]"
4797,tt0001237,9,nm0163559,actor,\N,"[""Priest""]"
4798,tt0001238,1,nm0095816,director,\N,\N
4799,tt0001238,2,nm0294276,director,\N,\N
4800,tt0001239,1,nm0159015,director,\N,\N
4801,tt0001239,2,nm0036298,writer,\N,\N
4802,tt0001239,3,nm0413240,writer,\N,\N
4803,tt0001240,10,nm1266474,actor,\N,\N
4804,tt0001240,1,nm0627274,actor,\N,"[""Hamlet""]"
4805,tt0001240,2,nm0381005,actor,\N,"[""Claudius""]"
4806,tt0001240,3,nm0478475,actress,\N,"[""Gertrude""]"
4807,tt0001240,4,nm0762935,actress,\N,"[""Ophelia""]"
4808,tt0001240,5,nm0088881,director,\N,\N
4809,tt0001240,6,nm0000636,writer,play,\N
4810,tt0001240,7,nm1267460,actor,\N,"[""Laertes""]"
4811,tt0001240,8,nm1266292,actor,\N,"[""Horatio""]"
4812,tt0001240,9,nm0742120,actor,\N,\N
4813,tt0001241,1,nm0713223,actor,\N,"[""Hamlet""]"
4814,tt0001241,2,nm0266714,actress,\N,"[""Ophelia""]"
4815,tt0001241,3,nm0045714,actress,\N,"[""Gertrude""]"
4816,tt0001241,4,nm0055011,director,\N,\N
4817,tt0001241,5,nm0000636,writer,play,\N
4818,tt0001242,1,nm0344930,actor,\N,"[""Hamlet""]"
4819,tt0001242,2,nm0738864,actress,\N,"[""Gertrude""]"
4820,tt0001242,3,nm0070762,actor,\N,\N
4821,tt0001242,4,nm0221142,actor,\N,\N
4822,tt0001242,5,nm0000636,writer,play,\N
4823,tt0001243,10,nm0656425,actor,\N,"[""The Chauffeur""]"
4824,tt0001243,1,nm0519310,actress,\N,"[""Ann Southcomb""]"
4825,tt0001243,2,nm1013170,actor,\N,"[""Ann's Father""]"
4826,tt0001243,3,nm0115524,actress,\N,"[""Ann's Mother""]"
4827,tt0001243,4,nm0921980,actor,\N,"[""Allen Edwards""]"
4828,tt0001243,5,nm0000428,director,\N,\N
4829,tt0001243,6,nm0853193,writer,\N,\N
4830,tt0001243,7,nm0005658,cinematographer,\N,\N
4831,tt0001243,8,nm0376442,actress,\N,"[""Allen's Mother""]"
4832,tt0001243,9,nm0334918,actor,\N,"[""Father's Choice""]"
4833,tt0001244,1,nm0923603,director,\N,\N
4834,tt0001245,10,nm1013170,actor,\N,"[""Extra""]"
4835,tt0001245,1,nm0629589,actor,\N,"[""Mr. Curtis""]"
4836,tt0001245,2,nm0601698,actor,\N,"[""Jack""]"
4837,tt0001245,3,nm0054884,actress,\N,"[""Alice""]"
4838,tt0001245,4,nm0185803,actor,\N,"[""Jack's Rival""]"
4839,tt0001245,5,nm0000428,director,\N,\N
4840,tt0001245,6,nm0005658,cinematographer,\N,\N
4841,tt0001245,7,nm0642722,actor,\N,"[""The Peddler""]"
4842,tt0001245,8,nm0366008,actor,\N,"[""At Station""]"
4843,tt0001245,9,nm0581499,actress,\N,\N
4844,tt0001246,1,nm0159015,director,\N,\N
4845,tt0001247,1,nm0294276,director,\N,\N
4846,tt0001248,10,nm0519310,actress,\N,"[""The Minister's Housekeeper""]"
4847,tt0001248,1,nm0910400,actor,\N,"[""William Standish""]"
4848,tt0001248,2,nm0076202,actress,\N,"[""Mrs. William Standish""]"
4849,tt0001248,3,nm0922044,actress,\N,"[""The Maid""]"
4850,tt0001248,4,nm0456804,actor,\N,"[""The Burglar""]"
4851,tt0001248,5,nm0000428,director,\N,\N
4852,tt0001248,6,nm0853193,writer,\N,\N
4853,tt0001248,7,nm0005658,cinematographer,\N,\N
4854,tt0001248,8,nm0115524,actress,\N,"[""The Burglar's Wife""]"
4855,tt0001248,9,nm0629589,actor,\N,"[""The Minister""]"
4856,tt0001249,10,nm0910400,actor,\N,\N
4857,tt0001249,1,nm0185803,actor,\N,"[""The Man""]"
4858,tt0001249,2,nm0502701,actress,\N,"[""The Woman""]"
4859,tt0001249,3,nm0642722,actor,\N,"[""The Waiter""]"
4860,tt0001249,4,nm0334918,actor,\N,"[""A Friend""]"
4861,tt0001249,5,nm0000428,director,\N,\N
4862,tt0001249,6,nm0940488,writer,\N,\N
4863,tt0001249,7,nm0424530,actor,\N,\N
4864,tt0001249,8,nm0681933,actress,\N,\N
4865,tt0001249,9,nm0704334,actor,\N,"[""The Boyfriend""]"
4866,tt0001250,1,nm0095816,director,\N,\N
4867,tt0001250,2,nm0294276,director,\N,\N
4868,tt0001251,1,nm0408436,actor,\N,"[""George""]"
4869,tt0001251,2,nm0568282,actress,\N,"[""Mourner""]"
4870,tt0001251,3,nm0733176,actor,\N,"[""Man Who Finds Hat""]"
4871,tt0001251,4,nm0829615,actress,\N,"[""Mourner""]"
4872,tt0001251,5,nm0288616,director,\N,\N
4873,tt0001251,6,nm0120581,writer,story,\N
4874,tt0001251,7,nm0000428,producer,producer,\N
4875,tt0001251,8,nm0555522,cinematographer,\N,\N
4876,tt0001252,1,nm0132692,actress,\N,"[""The Daughter""]"
4877,tt0001252,2,nm0294276,director,\N,\N
4878,tt0001252,3,nm0378408,producer,producer,\N
4879,tt0001253,10,nm0054884,actress,\N,\N
4880,tt0001253,1,nm0681931,actress,\N,"[""Eva""]"
4881,tt0001253,2,nm0250676,actress,\N,"[""Blanche - Eva's Sister""]"
4882,tt0001253,3,nm0226992,actor,\N,"[""John - Eva's Sweetheart""]"
4883,tt0001253,4,nm0568282,actress,\N,"[""The Maiden Aunt""]"
4884,tt0001253,5,nm0000428,director,\N,\N
4885,tt0001253,6,nm0369839,writer,\N,\N
4886,tt0001253,7,nm0005658,cinematographer,\N,\N
4887,tt0001253,8,nm0125164,actor,\N,"[""The Minister""]"
4888,tt0001253,9,nm0102858,actress,\N,"[""The Nurse""]"
4889,tt0001254,10,nm0185803,actor,\N,"[""Man at Farewell""]"
4890,tt0001254,1,nm0910400,actor,\N,"[""George Pickett Jr.""]"
4891,tt0001254,2,nm0163559,actor,\N,"[""Colonel Pickett""]"
4892,tt0001254,3,nm0038106,actress,\N,"[""Woman at Farewell""]"
4893,tt0001254,4,nm0115524,actress,\N,"[""Woman at Farewell""]"
4894,tt0001254,5,nm0000428,director,\N,\N
4895,tt0001254,6,nm0940488,writer,\N,\N
4896,tt0001254,7,nm0005658,cinematographer,\N,\N
4897,tt0001254,8,nm0555522,cinematographer,\N,\N
4898,tt0001254,9,nm0125164,actor,\N,\N
4899,tt0001255,1,nm0704334,actor,\N,"[""Augustus Slip""]"
4900,tt0001255,2,nm0923603,director,\N,\N
4901,tt0001256,10,nm0041858,actor,\N,\N
4902,tt0001256,1,nm0910400,actor,\N,"[""Charles Randolph - The Confederate Soldier""]"
4903,tt0001256,2,nm0922044,actress,\N,"[""Agnes Randolph - Charles' Sister""]"
4904,tt0001256,3,nm0376442,actress,\N,"[""The Randolph's Mother""]"
4905,tt0001256,4,nm0921980,actor,\N,"[""Agnes's First Suitor""]"
4906,tt0001256,5,nm0000428,director,\N,\N
4907,tt0001256,6,nm0355555,writer,writer,\N
4908,tt0001256,7,nm0005658,cinematographer,\N,\N
4909,tt0001256,8,nm0337033,actor,\N,"[""Agnes's Second Suitor""]"
4910,tt0001256,9,nm0125164,actor,\N,"[""The Colored Servant""]"
4911,tt0001257,1,nm0298301,actress,\N,"[""Hepzibah Pyncheon""]"
4912,tt0001257,2,nm0205986,director,\N,\N
4913,tt0001257,3,nm0370426,writer,story,\N
4914,tt0001258,10,nm2528881,actor,\N,\N
4915,tt0001258,1,nm1993094,actress,\N,"[""Anna""]"
4916,tt0001258,2,nm1458507,actor,\N,\N
4917,tt0001258,3,nm2112876,actress,\N,"[""Annas Mom""]"
4918,tt0001258,4,nm0421945,actress,\N,\N
4919,tt0001258,5,nm0088881,director,\N,\N
4920,tt0001258,6,nm0333175,cinematographer,\N,\N
4921,tt0001258,7,nm0478475,actress,\N,"[""Bordelvaertinde""]"
4922,tt0001258,8,nm1459190,actor,\N,"[""Annas Dad""]"
4923,tt0001258,9,nm1833881,actress,\N,\N
4924,tt0001259,10,nm0656425,actor,\N,"[""The Butler""]"
4925,tt0001259,1,nm0910400,actor,\N,"[""The Worker""]"
4926,tt0001259,2,nm0568282,actress,\N,"[""The Worker's Wife""]"
4927,tt0001259,3,nm0354803,actress,\N,"[""The Worker's Daughter""]"
4928,tt0001259,4,nm0629589,actor,\N,"[""The Worker's Employer""]"
4929,tt0001259,5,nm0000428,director,\N,\N
4930,tt0001259,6,nm0500580,writer,\N,\N
4931,tt0001259,7,nm0005658,cinematographer,\N,\N
4932,tt0001259,8,nm0250676,actress,\N,"[""The Worker's Employer's Daughter""]"
4933,tt0001259,9,nm0373341,actor,\N,"[""The Worker's Friend""]"
4934,tt0001260,10,nm0163559,actor,\N,"[""At Second Party""]"
4935,tt0001260,1,nm0288616,actor,\N,"[""Mr. Avery""]"
4936,tt0001260,2,nm0054884,actress,\N,"[""Vergie""]"
4937,tt0001260,3,nm0656425,actor,\N,"[""The Butler""]"
4938,tt0001260,4,nm0115524,actress,\N,"[""The Maid""]"
4939,tt0001260,5,nm0000428,director,\N,\N
4940,tt0001260,6,nm0853193,writer,\N,\N
4941,tt0001260,7,nm0005658,cinematographer,\N,\N
4942,tt0001260,8,nm0555522,cinematographer,\N,\N
4943,tt0001260,9,nm0334918,actor,\N,"[""The Doctor""]"
4944,tt0001261,1,nm0294276,director,\N,\N
4945,tt0001262,10,nm0125164,actor,\N,"[""James' Friend""]"
4946,tt0001262,1,nm0629589,actor,\N,"[""James Mullen""]"
4947,tt0001262,2,nm0519310,actress,\N,"[""Clara Mullen - as an Adult""]"
4948,tt0001262,3,nm0910400,actor,\N,"[""Vincent Mullen - as an Adult""]"
4949,tt0001262,4,nm0921980,actor,\N,"[""Clara's Seducer - the City Slicker""]"
4950,tt0001262,5,nm0000428,director,\N,\N
4951,tt0001262,6,nm0800480,writer,\N,\N
4952,tt0001262,7,nm0692105,producer,producer,\N
4953,tt0001262,8,nm0005658,cinematographer,\N,\N
4954,tt0001262,9,nm0354803,actress,\N,"[""Clara's Child""]"
4955,tt0001263,1,nm0120544,actor,\N,\N
4956,tt0001263,2,nm0848232,actress,\N,\N
4957,tt0001263,3,nm0401967,director,\N,\N
4958,tt0001263,4,nm0108049,writer,scenario,\N
4959,tt0001264,10,nm0334918,actor,\N,"[""Soldier""]"
4960,tt0001264,1,nm0288616,actor,\N,"[""Governor Jose Manuella""]"
4961,tt0001264,2,nm0424530,actor,\N,"[""Pedro Cortes""]"
4962,tt0001264,3,nm0502701,actress,\N,"[""Perdita Arguello""]"
4963,tt0001264,4,nm0910400,actor,\N,"[""Perdita's Son""]"
4964,tt0001264,5,nm0000428,director,\N,\N
4965,tt0001264,6,nm0853193,writer,\N,\N
4966,tt0001264,7,nm0005658,cinematographer,\N,\N
4967,tt0001264,8,nm1013170,actor,\N,"[""Indian Messenger""]"
4968,tt0001264,9,nm0185803,actor,\N,"[""Soldier""]"
4969,tt0001265,10,nm0227021,actor,\N,"[""Union Soldier""]"
4970,tt0001265,1,nm0921980,actor,\N,"[""The Young Father""]"
4971,tt0001265,2,nm0035187,actor,\N,\N
4972,tt0001265,3,nm0601698,actor,\N,\N
4973,tt0001265,4,nm0125164,actor,\N,"[""Confederate Soldier""]"
4974,tt0001265,5,nm0000428,director,\N,\N
4975,tt0001265,6,nm0853193,writer,\N,\N
4976,tt0001265,7,nm0005658,cinematographer,\N,\N
4977,tt0001265,8,nm0163559,actor,\N,"[""Union Officer""]"
4978,tt0001265,9,nm0226992,actor,\N,"[""Confederate Soldier""]"
4979,tt0001266,1,nm0294276,director,\N,\N
4980,tt0001267,1,nm0285643,actor,\N,\N
4981,tt0001267,2,nm0577734,director,\N,\N
4982,tt0001267,3,nm0657635,cinematographer,\N,\N
4983,tt0001268,10,nm0366008,actor,\N,\N
4984,tt0001268,1,nm0784407,actor,\N,"[""Henry""]"
4985,tt0001268,2,nm0681933,actress,\N,"[""Mabel""]"
4986,tt0001268,3,nm0921980,actor,\N,"[""Steve""]"
4987,tt0001268,4,nm1013170,actor,\N,"[""Uncle Zeke""]"
4988,tt0001268,5,nm0000428,director,\N,\N
4989,tt0001268,6,nm0853193,writer,\N,\N
4990,tt0001268,7,nm0005658,cinematographer,\N,\N
4991,tt0001268,8,nm0555522,cinematographer,\N,\N
4992,tt0001268,9,nm0115524,actress,\N,"[""Aunt""]"
4993,tt0001269,1,nm0001908,actor,\N,"[""Jack Sherwood""]"
4994,tt0001269,2,nm0930290,actress,\N,"[""Silver Bell""]"
4995,tt0001270,1,nm0005931,actor,\N,\N
4996,tt0001270,2,nm0783152,producer,producer,\N
4997,tt0001271,1,nm0005717,director,\N,\N
4998,tt0001272,1,nm0294276,director,\N,\N
4999,tt0001272,2,nm0378408,producer,producer,\N
5000,tt0001273,1,nm0088881,actor,\N,\N
5001,tt0001273,2,nm0630818,actor,\N,\N
5002,tt0001273,3,nm0711337,actor,\N,\N
5003,tt0001273,4,nm2558325,actress,\N,\N
5004,tt0001273,5,nm1267460,actor,\N,\N
5005,tt0001274,1,nm0877783,director,\N,\N
5006,tt0001274,2,nm0000875,writer,novel,\N
5007,tt0001274,3,nm0783152,producer,producer,\N
5008,tt0001275,1,nm0095816,director,\N,\N
5009,tt0001275,2,nm0294276,director,\N,\N
5010,tt0001276,1,nm0159015,director,\N,\N
5011,tt0001277,1,nm0169878,actor,\N,"[""Salomon Baadsmand""]"
5012,tt0001277,2,nm0299757,actor,\N,"[""Landsforræder""]"
5013,tt0001277,3,nm0736379,actress,\N,"[""Ung Jomfru""]"
5014,tt0001277,4,nm0772788,actor,\N,"[""Kapergasten""]"
5015,tt0001277,5,nm0375839,writer,\N,\N
5016,tt0001277,6,nm5190017,cinematographer,\N,\N
5017,tt0001278,10,nm0649211,actor,\N,"[""At Store""]"
5018,tt0001278,1,nm0054884,actress,\N,"[""Milly Howard""]"
5019,tt0001278,2,nm0784407,actor,\N,"[""Jim Doyle""]"
5020,tt0001278,3,nm0334918,actor,\N,"[""The Mexican""]"
5021,tt0001278,4,nm0115524,actress,\N,"[""The Mother""]"
5022,tt0001278,5,nm0288616,director,\N,\N
5023,tt0001278,6,nm0853193,writer,\N,\N
5024,tt0001278,7,nm0000428,producer,producer,\N
5025,tt0001278,8,nm0532072,actor,\N,\N
5026,tt0001278,9,nm0642722,actor,\N,"[""Cowboy""]"
5027,tt0001279,1,nm0690702,actress,\N,\N
5028,tt0001279,2,nm0835591,actor,\N,\N
5029,tt0001279,3,nm0927690,actor,\N,\N
5030,tt0001279,4,nm0927255,writer,novel,\N
5031,tt0001280,10,nm0271679,actress,\N,\N
5032,tt0001280,1,nm0421443,actor,\N,\N
5033,tt0001280,2,nm0834325,actor,\N,\N
5034,tt0001280,3,nm0647719,actor,\N,\N
5035,tt0001280,4,nm0762935,actress,\N,\N
5036,tt0001280,5,nm0022607,director,\N,\N
5037,tt0001280,6,nm0630993,producer,producer,\N
5038,tt0001280,7,nm2552457,cinematographer,\N,\N
5039,tt0001280,8,nm0535230,cinematographer,\N,\N
5040,tt0001280,9,nm1070136,actress,\N,\N
5041,tt0001281,1,nm0298301,actress,\N,"[""Mrs. Blackburn""]"
5042,tt0001281,2,nm0531584,actor,\N,\N
5043,tt0001281,3,nm0581683,director,\N,\N
5044,tt0001282,1,nm0601556,actress,\N,"[""Dorothy""]"
5045,tt0001282,2,nm0877783,director,\N,\N
5046,tt0001282,3,nm0000875,writer,novel,\N
5047,tt0001282,4,nm0783152,producer,producer,\N
5048,tt0001283,10,nm0054884,actress,\N,\N
5049,tt0001283,1,nm0601698,actor,\N,"[""The Husband""]"
5050,tt0001283,2,nm0366511,actress,\N,"[""The Wife""]"
5051,tt0001283,3,nm0354803,actress,\N,"[""The Child""]"
5052,tt0001283,4,nm0629589,actor,\N,"[""The Employer""]"
5053,tt0001283,5,nm0000428,director,\N,\N
5054,tt0001283,6,nm0692105,producer,producer,\N
5055,tt0001283,7,nm0005658,cinematographer,\N,\N
5056,tt0001283,8,nm0456804,actor,\N,"[""The Westerner""]"
5057,tt0001283,9,nm0038106,actress,\N,\N
5058,tt0001284,10,nm0373341,actor,\N,"[""In Second Bar""]"
5059,tt0001284,1,nm1013170,actor,\N,"[""Reverend Hollister""]"
5060,tt0001284,2,nm0337033,actor,\N,"[""James - Reverend Hollister's Son""]"
5061,tt0001284,3,nm0519310,actress,\N,"[""Ruth - Reverend Hollister's Daughter""]"
5062,tt0001284,4,nm0163559,actor,\N,"[""The Doctor""]"
5063,tt0001284,5,nm0000428,director,\N,\N
5064,tt0001284,6,nm0376396,writer,\N,\N
5065,tt0001284,7,nm0005658,cinematographer,\N,\N
5066,tt0001284,8,nm0226992,actor,\N,"[""In First Bar""]"
5067,tt0001284,9,nm0366008,actor,\N,"[""Young Boy""]"
5068,tt0001285,1,nm0366742,actor,\N,"[""Moses""]"
5069,tt0001285,2,nm0037789,actress,\N,\N
5070,tt0001285,3,nm0401967,actor,\N,\N
5071,tt0001285,4,nm0448682,actor,\N,\N
5072,tt0001285,5,nm0085865,director,\N,\N
5073,tt0001285,6,nm0676645,writer,\N,\N
5074,tt0001285,7,nm0836316,writer,\N,\N
5075,tt0001285,8,nm0832458,actress,\N,\N
5076,tt0001286,10,nm0125164,actor,\N,"[""The Client""]"
5077,tt0001286,1,nm0629589,actor,\N,"[""Mr. Edward Rose""]"
5078,tt0001286,2,nm0376442,actress,\N,"[""Mrs. Edward Rose""]"
5079,tt0001286,3,nm0163559,actor,\N,"[""President of the Sugar Company""]"
5080,tt0001286,4,nm0250676,actress,\N,"[""Little Alice Rose""]"
5081,tt0001286,5,nm0000428,director,\N,\N
5082,tt0001286,6,nm0940488,writer,\N,\N
5083,tt0001286,7,nm0005658,cinematographer,\N,\N
5084,tt0001286,8,nm0354803,actress,\N,"[""Little Ruth Rose""]"
5085,tt0001286,9,nm0334918,actor,\N,"[""The Partner""]"
5086,tt0001287,1,nm0294276,director,\N,\N
5087,tt0001287,2,nm0378408,producer,producer,\N
5088,tt0001288,1,nm0001908,actor,\N,"[""Hal Martin""]"
5089,tt0001288,2,nm0930290,actress,\N,"[""Nell Kendall""]"
5090,tt0001288,3,nm0789632,actor,\N,\N
5091,tt0001288,4,nm0865178,actor,\N,\N
5092,tt0001288,5,nm0161366,actor,\N,\N
5093,tt0001289,1,nm0023107,director,\N,\N
5094,tt0001290,1,nm0098376,actor,\N,\N
5095,tt0001290,2,nm0909639,actor,\N,\N
5096,tt0001290,3,nm0091767,director,\N,\N
5097,tt0001290,4,nm0783152,producer,producer,\N
5098,tt0001291,1,nm0294276,director,\N,\N
5099,tt0001291,2,nm0378408,producer,producer,\N
5100,tt0001292,10,nm0115524,actress,\N,"[""The Lacemaker's Mother""]"
5101,tt0001292,1,nm0910400,actor,\N,"[""The Lord""]"
5102,tt0001292,2,nm0502701,actress,\N,"[""The Lady""]"
5103,tt0001292,3,nm0922044,actress,\N,"[""The Handmaiden""]"
5104,tt0001292,4,nm0424530,actor,\N,"[""The Gardener""]"
5105,tt0001292,5,nm0000428,director,\N,\N
5106,tt0001292,6,nm0853193,writer,\N,\N
5107,tt0001292,7,nm0005658,cinematographer,\N,\N
5108,tt0001292,8,nm0555522,cinematographer,\N,\N
5109,tt0001292,9,nm0681933,actress,\N,"[""The Lacemaker""]"
5110,tt0001293,1,nm0007221,actor,\N,"[""The American""]"
5111,tt0001293,2,nm0848232,actress,\N,"[""Chrysanthemum""]"
5112,tt0001293,3,nm0111753,director,\N,\N
5113,tt0001294,1,nm0285643,actor,\N,"[""Lt. Robert Bright""]"
5114,tt0001294,2,nm0166692,actor,\N,"[""Lt. Arthur Hartley""]"
5115,tt0001294,3,nm0832458,actress,\N,"[""Cynthia Moore""]"
5116,tt0001294,4,nm0822493,actor,\N,"[""Col. Moore - Cynthia's Father""]"
5117,tt0001294,5,nm0352726,director,\N,\N
5118,tt0001294,6,nm0577734,producer,producer,\N
5119,tt0001294,7,nm0657635,cinematographer,\N,\N
5120,tt0001295,1,nm0159015,director,\N,\N
5121,tt0001296,1,nm0168503,director,\N,\N
5122,tt0001296,2,nm0191133,cinematographer,\N,\N
5123,tt0001297,1,nm0298301,actress,\N,\N
5124,tt0001297,2,nm0792727,actor,\N,\N
5125,tt0001297,3,nm0692105,director,\N,\N
5126,tt0001297,4,nm0366610,writer,story,\N
5127,tt0001298,10,nm0185803,actor,\N,"[""One of the Boys""]"
5128,tt0001298,1,nm0681933,actress,\N,"[""Bessie""]"
5129,tt0001298,2,nm0784407,actor,\N,"[""Tom""]"
5130,tt0001298,3,nm0115524,actress,\N,"[""Bessie's Mother""]"
5131,tt0001298,4,nm1013170,actor,\N,"[""Bessie's Father""]"
5132,tt0001298,5,nm0288616,director,\N,\N
5133,tt0001298,6,nm0856161,writer,story,\N
5134,tt0001298,7,nm0000428,producer,producer,\N
5135,tt0001298,8,nm0555522,cinematographer,\N,\N
5136,tt0001298,9,nm0038106,actress,\N,\N
5137,tt0001299,1,nm0609813,actor,\N,"[""Macbeth""]"
5138,tt0001299,2,nm0217963,actress,\N,"[""Lady Macbeth""]"
5139,tt0001299,3,nm0130633,director,\N,\N
5140,tt0001299,4,nm0141150,writer,adaptation,\N
5141,tt0001299,5,nm0000636,writer,play,\N
5142,tt0001300,1,nm0294276,director,\N,\N
5143,tt0001300,2,nm0378408,producer,producer,\N
5144,tt0001301,1,nm0140054,actor,\N,\N
5145,tt0001301,2,nm0872279,actor,\N,\N
5146,tt0001301,3,nm0194088,director,\N,\N
5147,tt0001302,1,nm0191899,actor,\N,\N
5148,tt0001302,2,nm0359688,actress,\N,\N
5149,tt0001302,3,nm0659947,actor,\N,\N
5150,tt0001302,4,nm0923603,director,\N,\N
5151,tt0001302,5,nm0455544,writer,scenario,\N
5152,tt0001303,1,nm0288616,actor,\N,"[""Steve Clark""]"
5153,tt0001303,2,nm0054884,actress,\N,"[""Mildred Clark - Steve's Wife""]"
5154,tt0001303,3,nm0334918,actor,\N,"[""The Wanderer""]"
5155,tt0001303,4,nm0519310,actress,\N,\N
5156,tt0001303,5,nm0000428,director,\N,\N
5157,tt0001303,6,nm0853193,writer,\N,\N
5158,tt0001303,7,nm0005658,cinematographer,\N,\N
5159,tt0001303,8,nm0524306,actor,\N,\N
5160,tt0001304,1,nm0762408,actress,\N,\N
5161,tt0001304,2,nm0513617,director,\N,\N
5162,tt0001304,3,nm1234686,writer,writer,\N
5163,tt0001304,4,nm0005736,cinematographer,\N,\N
